	sample1	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
ASV_105	196	316	157	117	160	211	243	131	98	123	296	63	65	116	266	66	280	671
ASV_352	242	128	123	144	170	198	109	78	111	250	577	48	113	150	30	46	45	57
ASV_136	507	184	173	323	511	115	359	243	319	322	162	230	277	262	654	216	454	518
ASV_307	53	87	135	85	71	27	62	39	45	121	131	143	352	188	137	13	44	19
ASV_328	185	235	293	117	245	192	263	136	183	166	295	67	194	218	71	54	47	53
ASV_63	273	148	121	98	149	61	148	120	112	119	398	94	134	154	291	348	188	353
ASV_858	30	45	165	193	74	115	294	88	77	83	148	35	133	179	86	263	249	43
ASV_923	100	34	62	27	61	61	91	76	141	59	129	114	166	127	114	20	53	24
ASV_492	90	275	1	140	46	14	49	26	12	9	14	2	10	14	111	255	801	596
ASV_403	72	83	290	139	63	58	113	42	81	54	60	52	96	81	44	85	58	24
ASV_535	58	36	39	43	68	70	128	79	91	56	101	46	111	115	159	125	130	51
ASV_124	212	135	293	188	183	182	357	153	267	159	365	144	452	324	259	296	272	94
ASV_798	42	138	101	92	55	31	35	31	48	32	61	0	21	19	81	26	122	246
ASV_22	832	478	595	650	702	554	422	529	792	944	775	810	1216	1021	1414	747	785	847
ASV_93	240	190	149	208	140	141	89	94	170	171	141	137	181	115	648	384	635	993
ASV_190	60	50	123	100	104	134	85	142	207	181	71	395	425	370	114	136	80	17
ASV_86	347	387	401	227	280	285	279	171	355	243	614	859	735	782	708	341	221	189
ASV_378	96	91	88	81	97	62	191	97	79	135	28	79	161	243	375	68	123	58
ASV_226	156	92	160	273	249	9	170	93	22	125	42	41	95	141	90	235	263	130
ASV_80	120	160	518	1013	724	163	1122	516	306	390	85	430	732	600	332	543	387	22
ASV_288	107	31	57	121	68	9	65	28	96	48	43	100	84	72	252	56	130	22
ASV_672	50	148	245	247	91	6	88	26	6	58	0	42	12	13	62	72	34	60
ASV_581	68	4	0	21	144	139	70	73	69	66	28	169	163	92	29	30	20	5
ASV_118	71	91	658	124	46	61	309	35	76	158	169	1	76	30	474	65	92	10
ASV_369	108	74	61	55	88	44	148	48	32	97	10	63	94	56	33	33	105	107
ASV_129	1014	49	31	98	534	106	342	216	115	279	969	221	264	513	534	29	97	147
ASV_267	71	86	117	62	122	206	52	111	164	180	76	18	62	85	136	0	15	10
ASV_202	116	53	45	95	165	239	154	128	186	265	52	57	86	182	309	93	115	46
ASV_5	1224	575	526	698	1537	1243	1093	848	1377	1948	660	708	816	1027	3793	504	826	1584
ASV_394	36	33	67	104	78	89	41	47	77	77	34	49	77	59	193	72	151	26
ASV_187	182	61	41	67	117	58	123	100	62	76	257	29	59	129	146	86	193	168
ASV_694	318	36	43	42	275	200	311	98	179	261	185	44	104	214	224	99	87	95
ASV_197	30	16	101	14	105	187	96	230	153	169	356	53	147	100	40	0	19	34
ASV_162	151	114	117	252	171	180	205	116	164	132	187	97	203	218	522	197	403	319
ASV_484	89	118	78	92	92	41	85	39	55	60	60	53	67	56	160	52	133	141
ASV_221	28	302	552	148	87	52	53	22	81	112	191	38	58	85	122	12	50	43
ASV_1159	72	0	14	60	196	153	117	177	225	249	192	84	110	85	184	32	39	5
ASV_1172	75	31	63	61	137	95	160	166	134	201	93	58	113	122	107	0	40	90
ASV_623	6	503	11	264	170	5	13	21	5	8	8	16	0	27	2	177	951	1360
ASV_1198	19	8	44	51	158	53	219	123	35	59	13	43	96	110	99	11	59	0
ASV_842	141	0	0	24	275	113	573	147	189	127	22	54	106	107	1056	2	47	0
ASV_255	237	237	14	407	190	21	97	21	15	63	142	20	18	41	198	500	1007	507
ASV_641	41	55	27	32	87	3	79	37	26	7	489	87	159	113	55	20	65	109
ASV_502	75	15	1	103	82	198	100	72	89	254	0	8	108	192	215	76	84	78
ASV_21	327	128	47	659	567	1505	523	725	1020	1184	416	672	1117	1187	1418	505	686	298
ASV_85	4	18	84	86	209	144	281	142	95	200	145	44	205	91	62	29	110	2
ASV_1301	109	139	6	58	46	82	21	40	23	47	106	0	20	18	123	40	386	239
ASV_296	67	145	145	159	84	144	151	101	181	118	220	90	158	217	187	45	81	78
ASV_13	980	1372	13	664	652	804	561	381	434	309	1461	310	1217	1444	757	887	2030	1804
ASV_227	312	79	107	98	385	204	165	201	315	244	500	132	420	393	644	98	92	9
ASV_222	34	64	388	143	44	32	165	37	78	142	30	10	64	25	402	37	188	4
ASV_201	173	13	1	9	68	141	24	106	327	82	144	8	2	2	179	61	19	13
ASV_84	132	21	14	31	47	84	32	56	145	91	214	22	19	11	91	9	75	148
ASV_389	56	29	43	79	80	68	65	59	175	40	36	41	126	92	31	249	67	155
ASV_127	230	372	97	438	389	363	243	267	402	215	367	118	324	297	614	791	863	1081
ASV_536	69	185	43	126	104	96	77	110	167	51	81	40	182	107	132	286	176	453
ASV_497	91	26	38	253	220	64	117	90	48	102	236	189	200	203	66	0	39	32
ASV_912	294	1	0	19	70	58	144	63	33	89	97	107	168	122	54	55	6	13
ASV_318	128	90	116	82	103	91	84	78	113	178	17	81	152	105	89	40	47	54
ASV_163	114	88	14	45	73	39	36	29	71	114	28	44	87	83	123	79	77	290
ASV_733	129	2	0	94	79	25	64	74	63	68	16	41	32	40	1128	73	55	1
ASV_144	318	226	237	209	345	189	318	109	247	228	559	257	480	272	174	123	105	65
ASV_661	95	26	38	67	224	72	164	48	82	259	85	227	321	240	69	29	23	11
ASV_244	378	117	76	78	547	253	421	220	260	402	424	489	700	747	107	62	85	40
ASV_415	310	2	2	194	188	61	124	74	58	200	326	82	230	153	169	28	72	1
ASV_18	638	531	722	753	543	413	726	292	486	679	355	273	323	459	1289	688	610	145
ASV_279	70	79	47	132	168	158	150	86	169	145	75	238	304	310	144	44	92	0
ASV_2	482	1117	839	670	766	197	988	343	155	366	575	524	571	1041	583	626	1367	1602
ASV_1138	143	16	1	104	109	37	79	54	50	77	190	89	133	208	91	229	107	20
ASV_380	178	42	1	39	20	13	18	12	5	11	256	46	39	73	139	178	145	216
ASV_651	133	0	5	0	142	58	136	52	82	99	253	140	262	291	231	0	6	0
ASV_772	86	0	13	54	365	60	184	152	45	118	325	192	195	283	236	12	72	0
ASV_336	88	13	44	177	345	159	172	174	143	262	204	129	216	216	114	237	184	1
ASV_161	90	63	43	20	351	222	102	138	260	135	161	184	208	120	57	58	39	49
ASV_625	97	111	130	54	95	50	120	72	114	116	57	41	71	61	69	41	22	156
ASV_407	94	53	31	20	118	96	95	92	181	87	56	199	224	205	84	22	2	14
ASV_242	190	83	10	33	178	126	149	110	131	95	204	188	297	194	117	67	56	67
ASV_6	35	325	471	239	13	24	37	15	27	26	31	33	34	44	33	106	125	119
ASV_34	279	685	1116	595	340	54	314	161	87	128	124	84	167	207	260	364	578	277
ASV_142	147	205	289	224	293	365	164	288	618	393	133	211	235	282	185	83	226	35
ASV_23	426	56	129	82	743	105	514	352	244	231	350	160	269	304	219	85	69	43
ASV_42	91	193	194	353	381	52	149	124	68	84	68	180	203	152	54	356	338	188
ASV_72	390	191	202	305	479	174	338	291	223	213	187	200	327	244	227	482	260	165
ASV_362	305	4	0	2	51	100	45	114	223	219	67	34	19	19	141	0	26	0
ASV_440	284	3	1	20	240	210	227	270	309	197	319	185	261	158	142	1	26	0
ASV_376	231	58	109	175	110	68	103	65	88	134	133	226	207	475	107	269	157	160
ASV_762	51	32	134	104	15	19	5	21	40	53	23	195	177	314	4	2	31	9
ASV_131	116	668	4841	1380	420	58	301	158	75	181	49	673	431	899	90	141	83	78
ASV_400	39	290	1704	549	88	33	91	46	38	67	64	5	44	58	16	141	321	335
ASV_253	42	185	602	590	387	58	458	230	93	215	71	272	364	386	24	632	602	810
ASV_117	82	191	145	67	197	158	52	178	30	149	92	44	172	422	1029	220	175	30
ASV_157	220	58	48	382	234	248	120	184	130	226	449	144	309	275	498	305	305	56
ASV_12	72	147	222	322	36	78	35	26	25	71	5	3	24	20	72	357	314	142
ASV_54	222	322	541	413	151	135	124	230	151	605	314	67	70	106	358	452	513	115
ASV_312	368	391	933	450	107	6	74	45	12	47	147	76	35	57	114	260	272	815
ASV_52	976	495	716	1088	441	424	254	479	746	835	140	464	393	532	350	766	1932	671
ASV_1048	54	42	92	239	34	11	55	40	94	70	22	0	5	16	24	189	176	52
ASV_345	69	75	58	103	13	44	35	35	31	31	0	1	8	48	272	90	277	174
ASV_173	95	70	48	46	147	122	149	163	338	204	82	141	213	206	269	58	50	35
ASV_182	39	41	35	55	68	96	43	56	157	172	21	97	98	86	42	24	47	44
ASV_133	393	71	86	111	152	148	170	187	268	164	344	149	182	320	439	77	70	128
ASV_41	512	590	489	627	417	482	346	576	1053	564	707	353	534	502	715	468	532	747
ASV_58	103	69	96	36	197	104	75	104	207	142	43	65	145	138	276	36	129	179
ASV_74	44	234	205	173	84	13	84	56	35	28	99	23	98	62	293	197	290	441
ASV_455	47	3	33	36	71	71	78	98	185	91	42	61	90	98	209	7	11	10
ASV_630	40	28	11	24	66	70	62	96	175	111	0	101	154	160	184	0	7	3
ASV_39	709	498	451	435	708	672	734	750	1413	799	578	729	878	885	1350	468	487	275
ASV_1116	68	99	107	64	69	72	34	56	81	67	62	99	110	150	54	0	1	0
ASV_62	718	174	167	319	510	408	482	511	520	812	914	456	780	846	518	241	357	161
ASV_113	385	13	33	140	267	235	167	217	360	254	452	195	364	406	407	285	196	66
ASV_79	668	324	208	337	790	374	492	497	610	668	929	559	914	974	374	428	484	259
ASV_298	221	149	66	290	116	53	86	73	90	86	247	115	290	159	344	624	503	278
ASV_153	215	124	134	148	233	182	120	116	171	198	361	173	209	215	136	439	174	416
ASV_822	33	0	1	111	57	62	22	49	78	44	14	22	26	20	186	374	51	86
ASV_338	129	150	244	99	154	106	75	123	253	229	113	110	89	229	52	39	63	179
ASV_143	347	23	45	139	252	167	156	138	271	228	658	257	366	331	390	97	196	11
ASV_310	82	98	160	131	64	75	68	79	174	130	76	60	52	77	106	189	198	149
ASV_25	482	349	595	710	615	379	442	422	615	634	556	472	673	676	673	463	531	407
ASV_1168	227	10	2	5	82	145	135	111	195	203	1	387	194	263	1	0	1	0
ASV_421	2	0	7	30	107	122	50	145	231	148	40	53	76	130	34	30	81	22
ASV_114	237	219	173	217	299	203	179	251	445	352	164	156	235	210	316	74	319	438
ASV_589	66	10	15	112	467	686	111	847	291	254	32	43	167	359	60	33	98	11
ASV_381	237	109	234	98	254	217	211	263	296	748	550	198	108	175	405	86	121	62
ASV_456	69	57	101	146	217	336	75	233	201	476	86	92	187	219	180	204	188	54
ASV_1378	1	181	480	443	8	33	21	16	25	32	21	10	1	0	7	20	13	2
ASV_375	100	41	33	131	152	531	85	621	414	110	188	51	114	59	75	98	151	14
ASV_191	259	157	144	316	275	482	132	600	476	270	121	108	144	103	518	238	344	138
ASV_596	13	113	158	171	37	40	66	67	108	77	32	39	20	36	7	78	46	39
ASV_174	48	65	192	158	63	68	49	37	87	130	63	152	67	37	28	164	250	98
ASV_657	21	225	176	120	34	62	33	52	94	107	85	26	8	19	20	174	33	16
ASV_283	32	104	144	166	220	151	107	216	201	196	56	48	39	70	55	59	52	11
ASV_804	42	64	177	265	60	26	68	67	32	49	42	105	132	167	41	99	96	63
ASV_921	6	66	86	74	55	160	29	235	81	144	48	85	47	101	0	50	122	4
ASV_99	182	50	74	145	213	231	178	264	343	366	240	317	304	268	315	290	118	50
ASV_40	363	363	505	409	627	656	419	765	1048	661	379	302	377	407	818	381	293	285
ASV_116	152	130	97	328	358	326	182	303	418	196	190	204	178	127	107	508	368	93
ASV_96	233	270	130	158	248	376	103	352	507	337	180	66	136	164	168	318	242	816
ASV_109	105	282	318	197	139	171	82	133	352	157	165	84	128	100	91	266	215	128
ASV_78	90	232	177	115	105	185	99	141	403	210	98	77	124	88	240	95	140	130
ASV_47	579	528	680	360	763	652	680	781	1308	970	646	655	1116	993	774	285	302	249
ASV_1292	1	10	44	12	109	267	65	400	532	559	0	8	51	70	0	2	0	1
ASV_346	227	163	117	99	126	65	122	65	129	156	116	116	111	128	47	115	98	136
ASV_141	112	110	150	150	261	175	193	232	387	273	100	231	307	293	284	268	133	103
ASV_970	58	0	2	0	141	138	100	226	357	161	78	109	190	115	15	0	1	0
ASV_503	67	55	1	182	61	5	49	33	16	33	6	4	4	18	50	230	245	559
ASV_230	205	35	6	147	140	43	156	86	50	115	74	129	83	124	51	182	262	99
ASV_199	158	88	35	70	98	42	109	75	103	80	49	51	81	53	108	102	126	195
ASV_148	410	242	128	443	212	27	173	88	58	84	87	69	19	92	73	576	643	1783
ASV_3	444	1064	1653	1350	163	131	142	238	109	126	277	119	92	140	521	1006	1046	1113
ASV_46	439	231	167	482	822	151	429	326	280	365	221	149	157	281	566	667	651	652
ASV_185	368	188	18	624	49	13	120	42	8	37	44	27	25	31	97	773	945	827
ASV_35	973	305	181	827	981	222	1229	607	394	563	236	379	305	686	229	1091	1163	827
ASV_276	409	102	6	493	452	69	485	248	123	280	71	24	36	73	63	613	661	768
ASV_10	1045	487	1110	956	450	335	353	366	378	589	2763	2679	684	549	3766	2184	714	1164
ASV_301	50	28	49	69	227	40	199	209	141	159	2	76	83	106	37	8	79	25
ASV_424	53	3	16	6	303	48	284	274	146	191	44	117	100	153	42	31	9	43
ASV_359	119	110	257	487	42	42	14	55	12	19	73	36	26	70	31	494	467	137
ASV_53	304	787	1974	2612	158	130	117	141	245	313	151	124	139	144	71	1261	1306	622
ASV_1938	7	0	14	6	0	0	1	3	0	0	1396	0	1	5	0	0	29	0
ASV_386	395	341	184	445	56	12	306	35	21	128	118	6	10	24	22	839	720	259
ASV_757	18	5	18	56	344	646	121	842	258	108	58	24	129	232	3	8	10	19
ASV_246	62	50	164	112	61	23	55	99	16	34	40	165	62	98	9	49	65	1
ASV_217	124	83	21	317	26	10	19	16	5	17	85	2	19	11	1	424	628	192
ASV_268	152	48	115	841	80	7	16	2	3	9	51	2	0	3	90	2582	984	52
ASV_964	49	35	159	44	113	102	184	76	133	90	294	56	17	45	0	1	24	0
ASV_526	121	53	30	94	90	29	37	40	66	75	46	6	20	19	190	181	143	174
ASV_558	79	74	9	36	46	56	74	70	117	113	59	41	122	95	122	148	62	142
ASV_322	42	46	68	57	71	79	57	144	180	166	18	150	133	209	16	18	10	0
ASV_707	113	40	48	61	195	81	210	196	140	254	193	193	272	350	199	47	33	0
ASV_542	72	165	300	339	102	108	100	81	91	96	90	12	31	50	0	185	240	129
ASV_1584	43	15	7	48	81	68	50	71	93	114	35	187	182	160	98	2	3	15
ASV_1341	135	14	14	36	100	122	110	51	183	151	90	122	98	130	77	4	0	15
ASV_1192	145	17	2	12	88	41	56	71	68	82	140	40	84	97	309	62	7	73
ASV_972	192	20	5	43	86	30	78	86	47	73	95	13	54	84	202	58	34	118
ASV_73	291	165	95	86	171	61	127	95	102	167	332	44	85	87	202	65	268	735
ASV_205	541	72	0	86	279	72	151	114	118	174	361	44	87	115	367	35	141	222
ASV_30	676	283	449	205	640	507	696	743	1116	771	691	439	749	774	515	139	468	478
ASV_417	105	115	78	221	143	70	143	135	157	132	139	81	90	139	183	288	381	523
ASV_305	85	30	58	203	163	96	210	155	235	214	103	181	383	334	139	136	215	42
ASV_398	182	75	40	44	248	52	216	137	106	202	249	116	216	154	128	0	102	144
ASV_247	122	83	87	80	287	127	210	168	154	278	65	119	170	192	74	50	136	363
ASV_139	21	220	150	91	46	34	29	33	75	97	28	22	22	60	35	161	168	92
ASV_159	327	29	35	55	101	31	93	90	46	49	137	33	21	40	320	65	142	261
ASV_476	175	58	54	59	149	74	105	112	155	162	207	136	179	172	207	106	38	95
ASV_49	180	182	201	460	681	198	603	291	366	331	135	222	101	181	99	468	685	425
ASV_66	2286	1622	2810	3967	581	73	641	321	130	486	444	415	270	465	411	867	2447	569
ASV_763	273	190	277	531	69	22	91	47	23	76	17	65	42	62	24	58	383	52
ASV_273	106	105	79	299	264	108	213	87	81	124	83	47	36	59	68	620	539	1219
ASV_547	48	65	53	18	36	10	18	27	23	15	188	244	62	45	171	228	30	107
ASV_507	64	48	87	45	31	18	17	17	22	30	158	227	26	45	193	187	82	99
ASV_1100	3	41	172	37	102	3	92	60	16	64	9	205	219	312	63	96	17	0
ASV_555	24	74	14	65	10	6	2	11	24	15	61	38	18	49	514	81	146	729
ASV_342	346	20	1	79	350	95	183	106	215	392	719	271	201	247	133	11	21	40
ASV_416	312	4	0	314	250	206	94	90	176	368	364	190	203	205	345	68	119	0
ASV_1197	158	50	0	55	88	30	118	24	45	30	125	38	7	30	309	146	61	0
ASV_326	57	112	36	205	44	24	31	20	11	27	73	16	0	34	224	155	405	212
