#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
824852	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256400	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311640	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0
1122998	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
236204	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0
568461	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
142320	0	0	1	1	2	0	1	1	1	0	0	0	1	1	1	1	1	0
706656	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982582	0	0	1	1	2	2	0	0	0	0	1	0	0	0	0	0	1	1
143692	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
823696	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354015	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4425255	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558152	0	0	1	2	3	0	0	1	0	0	0	0	0	0	1	0	1	2
156849	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2125432	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1932547	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
540472	0	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	1	0
213078	0	0	2	5	0	1	6	2	0	0	2	0	2	1	3	6	1	2
74352	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4429439	0	0	1	3	0	2	1	2	0	1	1	1	1	1	1	0	1	1
566599	0	0	1	1	0	0	0	1	0	0	1	0	2	3	3	0	1	2
1138936	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1021984	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1753826	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
464694	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
4360236	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110978	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154174	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732769	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
816438	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
765852	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218539	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
817783	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4450876	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309713	0	0	1	1	0	1	1	1	1	1	1	2	1	3	0	0	0	0
728640	0	0	1	0	0	0	1	1	3	0	0	4	2	1	5	0	2	0
433883	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
884500	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
839750	0	0	0	1	0	3	0	0	0	2	1	0	0	1	1	3	2	2
592542	0	0	0	44	0	35	1	1	0	1	0	4	1	0	6	6	0	1
246404	0	0	0	3	0	1	1	2	1	1	1	0	1	5	2	0	1	2
242930	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4420131	0	0	0	2	0	1	0	1	0	2	0	0	1	0	0	1	1	0
255750	0	0	0	1	0	0	2	1	0	1	1	1	0	0	0	0	1	0
4335968	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	2	0	0
155487	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
340065	0	0	0	1	1	2	0	0	0	0	3	0	0	0	0	0	1	2
804047	0	0	0	9	0	0	1	1	0	1	0	0	0	3	1	0	0	1
4403630	0	0	0	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0
970028	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218239	0	0	0	2	1	2	4	1	1	0	1	1	2	0	0	1	0	0
4349122	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1
365127	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111105	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787134	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
513965	0	0	0	1	0	2	2	0	1	0	0	1	0	0	1	0	0	0
591647	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
113711	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
8433	0	0	0	2	0	0	2	0	0	1	1	1	0	0	0	0	0	0
138158	0	0	0	1	0	0	0	1	1	1	2	1	0	1	1	1	2	0
511782	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
139220	0	0	0	4	1	1	0	0	1	1	2	0	0	2	1	0	1	1
1130026	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1
253010	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4362975	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
814365	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209202	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5583	0	0	0	3	1	4	1	0	0	0	0	0	0	0	0	3	1	1
177340	0	0	0	3	0	1	0	0	0	0	1	0	1	0	1	1	0	1
143170	0	0	0	1	0	1	1	2	0	1	1	1	0	0	0	0	0	0
517030	0	0	0	2	0	0	1	0	0	1	2	0	1	0	0	0	1	0
569061	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0
330737	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
113939	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
815678	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111136	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1
4396488	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118235	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518302	0	0	0	2	0	1	1	0	0	0	1	0	0	2	1	1	0	0
720379	0	0	0	1	0	0	0	1	3	1	1	2	0	0	0	2	1	1
831377	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	1	0
138346	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3151583	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377546	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511318	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350334	0	0	0	1	0	0	3	0	0	0	0	1	1	0	0	1	0	0
817982	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
101707	0	0	0	2	0	2	1	0	0	1	1	0	2	2	0	0	1	0
4336960	0	0	0	5	0	1	4	6	5	13	0	0	0	1	0	0	0	0
1140359	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253754	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
203744	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2937841	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1059705	0	0	0	1	0	0	1	1	0	0	0	0	1	1	2	0	0	1
672144	0	0	0	3	1	0	0	1	0	0	0	1	0	1	2	0	5	2
4374001	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0
1047886	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1
1114323	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
91115	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
640652	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0
1099898	0	0	0	2	2	1	0	1	0	0	1	0	0	0	2	0	2	0
4368162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1574255	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
834138	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1091625	0	0	0	2	1	3	1	0	6	1	8	7	5	4	4	2	4	2
4343167	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4372918	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130640	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
4418348	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0
591482	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0
4399723	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4308303	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360433	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
872600	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1121144	0	0	0	2	0	1	0	0	0	0	1	1	0	0	1	2	2	1
250113	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
810987	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
253790	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4334695	0	0	0	3	2	1	2	0	0	2	1	0	1	3	2	1	0	2
256272	0	0	0	1	0	0	1	1	0	0	2	1	0	0	1	0	0	0
205306	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
583293	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
81691	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2788508	0	0	0	1	0	0	1	1	2	0	1	1	0	1	0	0	1	0
223097	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0
823453	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
243579	0	0	0	1	0	0	2	4	1	2	1	1	1	0	0	3	2	1
593329	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0
901984	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0
4305234	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
922724	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	2	1	1
3526720	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1072787	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250063	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591617	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
800298	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4319239	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
946860	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
332042	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147541	0	0	0	1	0	1	3	1	1	1	1	2	0	1	0	0	0	0
847864	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	1	0	0
4321498	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
1142712	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
4373613	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
279576	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110625	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0
109053	0	0	0	1	2	1	1	2	1	1	1	0	2	0	1	1	1	1
996519	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1072446	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
540423	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317424	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	2	0
1137050	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189882	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569456	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1
767206	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1106566	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	2
689806	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820086	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594013	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2720386	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361100	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0
1072484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272947	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
535402	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
156886	0	0	0	1	0	1	0	0	1	0	0	1	1	0	2	0	1	0
192432	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1
113935	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965853	0	0	0	1	0	2	2	3	0	0	0	0	4	2	0	1	2	1
573755	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
264796	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0
544334	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1640195	0	0	0	1	0	8	1	1	1	1	1	1	0	0	0	2	1	0
4470402	0	0	0	2	2	1	1	0	1	0	0	0	0	1	1	0	1	0
4462155	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
268065	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
224129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741778	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
574535	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
141905	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1
225920	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0
87473	0	0	0	1	2	9	1	3	0	2	1	1	1	0	1	0	0	1
4145	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4430225	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1063783	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1
806393	0	0	0	1	0	0	0	0	1	2	3	1	0	0	0	0	1	1
1122149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226502	0	0	0	1	0	0	1	2	0	0	1	0	0	0	1	0	1	0
4324733	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
551472	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
4332665	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1084950	0	0	0	1	0	0	1	0	1	1	0	0	3	1	1	2	1	1
168276	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0
1132079	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0
534431	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0
832215	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
953256	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
931045	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518645	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
4440613	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
792104	0	0	0	1	0	0	2	1	1	0	0	0	0	0	1	1	0	0
4311517	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1
217700	0	0	0	1	0	3	5	4	1	0	2	1	3	1	2	2	1	1
1063088	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0
284177	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107187	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250533	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
4470191	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
4364203	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0
110321	0	0	0	1	0	4	1	1	0	2	5	0	0	0	0	6	0	0
220551	0	0	0	1	0	0	2	0	0	2	3	1	0	0	0	0	0	0
624099	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0
808856	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
243136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898675	0	0	0	1	2	0	0	1	0	0	1	0	0	0	1	0	0	0
212501	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0
511549	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306996	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226062	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4405717	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	1	1	0
1145470	0	0	0	1	3	2	0	0	0	0	1	0	0	0	0	1	1	0
333628	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
759053	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2442916	0	0	0	1	1	0	1	0	0	2	1	1	0	1	1	1	0	1
307956	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
714181	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1083934	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
241220	0	0	0	0	1	1	4	2	0	0	0	5	1	2	0	0	0	0
4385637	0	0	0	0	2	0	1	0	0	2	0	4	2	1	1	4	0	7
1105455	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3920029	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	1
543813	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
787865	0	0	0	0	2	0	0	0	0	3	1	1	1	1	0	2	0	1
909052	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0
1053438	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0
139560	0	0	0	0	2	3	1	1	0	0	0	0	0	3	1	0	0	1
238281	0	0	0	0	2	1	0	0	1	1	0	1	1	0	0	0	0	1
573184	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
286874	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
691992	0	0	0	0	1	2	1	0	3	1	1	1	1	0	0	5	0	0
136135	0	0	0	0	1	1	2	0	0	2	0	0	1	0	2	1	0	0
3473409	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
876714	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1
225425	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
586275	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
580518	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
155718	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3012993	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	1
1662279	0	0	0	0	1	0	2	4	0	0	1	1	0	0	0	0	0	1
1145536	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
263519	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
332316	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0
906396	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
909170	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
230801	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0
2474239	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4306218	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4479100	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0
4335433	0	0	0	0	1	0	1	0	4	0	0	1	1	0	0	0	0	0
350043	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4298525	0	0	0	0	1	0	0	1	0	0	13	1	0	0	0	0	0	1
285497	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4403095	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4329093	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4312403	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	2
1772189	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0
317724	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
605050	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
4307149	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
207866	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
699197	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2405593	0	0	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0
896552	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
4417791	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1049927	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
218628	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
216128	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
4425629	0	0	0	0	1	0	0	1	1	1	0	0	0	0	2	1	0	0
203689	0	0	0	0	2	0	2	1	1	0	2	2	0	2	1	2	0	0
331835	0	0	0	0	1	0	0	1	1	0	2	0	1	1	0	0	0	1
4398173	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
545038	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1
125045	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
1124935	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
210026	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3490229	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1639774	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
4303191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
815346	0	0	0	0	1	1	1	0	1	0	0	1	2	1	0	0	0	0
1130406	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0
511760	0	0	0	0	2	0	3	1	0	0	4	1	0	0	1	0	4	3
2053915	0	0	0	0	1	1	0	2	2	1	0	0	0	0	0	0	1	0
1015969	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0
4375268	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1818	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
562922	0	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	0	0
817221	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4308732	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
699975	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0
545782	0	0	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	1
695627	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
558915	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4398565	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4225240	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
1124415	0	0	0	0	1	0	1	3	1	0	1	3	1	1	1	0	0	1
841077	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0
826651	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
887161	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
243874	0	0	0	0	1	0	1	1	0	1	2	3	0	0	0	1	1	0
4419264	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0
4434837	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0
632918	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1125597	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
767284	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	2
12074	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
4336651	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
662808	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
875049	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
764682	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0
78784	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
240430	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
223787	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
155467	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1
638858	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
346586	0	0	0	0	1	0	3	0	0	0	1	0	0	2	0	0	0	0
829745	0	0	0	0	1	0	1	0	5	6	4	1	2	6	6	2	1	2
4363210	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
214914	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
513426	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0
2160433	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	1
577085	0	0	0	0	2	0	1	0	1	0	0	1	4	1	0	0	1	0
1682863	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
241096	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4483373	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
4319591	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
246829	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
999932	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	1
143418	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
4357793	0	0	0	0	1	0	0	4	0	1	2	0	0	0	1	0	1	0
4369506	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
703224	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
547134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
720789	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4420556	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
258352	0	0	0	0	1	0	0	3	2	0	0	1	2	2	2	0	2	2
625581	0	0	0	0	1	1	0	0	1	0	0	0	1	0	2	0	0	0
436550	0	0	0	0	1	3	4	3	0	8	6	0	0	1	2	2	0	0
4316720	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
877742	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
4449050	0	0	0	0	2	0	5	0	0	0	0	1	0	0	2	1	0	0
4329616	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
