OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_1220	0.234	8.331	0.811004234849203	0.954477291802316	NotSig	Bacteria	Bacteroidetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.016	0.014	0.019	0.017	0	0.016	0	0.042	0.009	0.01	0	0.064	0	0
ASV_1471	-0.181	8.307	0.811218334753052	0.954477291802316	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	konarekensis	0.012	0.017	0	0.009	0.008	0.016	0.008	0.034	0.028	0.01	0	0	0.035	0.029
ASV_352	0.189	9.313	0.811848900258582	0.954477291802316	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	rhizophilus	0.05	0.046	0	0.208	0.008	0.048	0	0.034	0.037	0.086	0.073	0.009	0.044	0.029
ASV_910	-0.165	8.57	0.811859625575832	0.954477291802316	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	circumlabens	0.018	0.023	0.047	0.017	0	0.016	0.023	0.008	0	0.029	0.046	0.027	0.009	0.029
ASV_481	0.155	8.888	0.812325790913306	0.954477291802316	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.029	0.031	0.019	0.009	0.054	0.032	0.008	0.05	0.037	0.01	0.009	0.045	0.018	0.067
ASV_1010	0.18	8.294	0.812682984669011	0.954477291802316	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.013	0.014	0	0.009	0	0.032	0.023	0.017	0	0.01	0.027	0.018	0.018	0.01
ASV_1194	0.18	8.515	0.8129175172472	0.954477291802316	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	carbonis	0.02	0.02	0.009	0.035	0.008	0.024	0	0.042	0.056	0.029	0	0	0.009	0.029
ASV_684	-0.121	9.286	0.814573395799022	0.955597730472238	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.04	0.051	0.019	0.052	0.046	0.056	0.023	0.042	0.056	0.095	0.046	0.027	0.018	0.067
ASV_1192	0.217	8.061	0.81543636617235	0.95578685948945	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	hankyongi	0.01	0.009	0	0.043	0	0	0.015	0	0.009	0.019	0	0.009	0.009	0.01
ASV_312	-0.169	9.454	0.81680547534667	0.955968859258662	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.046	0.061	0.056	0.078	0.116	0.024	0	0	0.158	0.01	0.055	0.055	0.062	0.029
ASV_456	0.092	11.127	0.817395555472814	0.955968859258662	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	oceanosedimentum	0.198	0.212	0.205	0.269	0.263	0.192	0.083	0.176	0.158	0.219	0.329	0.209	0.213	0.144
ASV_594	0.165	8.798	0.817711335943309	0.955968859258662	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	nigra	0.027	0.028	0.047	0.009	0.062	0	0	0.042	0.037	0.019	0.046	0.009	0.027	0.029
ASV_578	0.14	8.886	0.818934546998253	0.955968859258662	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Aquidulcibacter	paucihalophilus	0.029	0.031	0.056	0.026	0.031	0.032	0.03	0	0.037	0.048	0.009	0.027	0.053	0.01
ASV_1449	-0.214	7.902	0.820275438280053	0.955968859258662	NotSig	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Phragmitibacter	flavus	0.006	0.008	0.019	0.009	0.008	0	0	0	0.019	0	0.018	0	0	0.01
ASV_290	0.139	9.39	0.820345518141668	0.955968859258662	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned	0.05	0.05	0.112	0.043	0.039	0.08	0.008	0.017	0.046	0.038	0.027	0.073	0.106	0.01
ASV_1364	-0.186	7.997	0.82050484322568	0.955968859258662	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.007	0.009	0.009	0.009	0.008	0	0.008	0.008	0	0.019	0.009	0.018	0.009	0
ASV_1301	0.15	8.841	0.82200672179758	0.956200621194547	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	monticola	0.028	0.029	0.028	0.035	0.07	0.008	0	0.025	0.019	0.057	0.018	0.009	0.035	0.038
ASV_1354	-0.208	7.894	0.822355997003044	0.956200621194547	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.006	0.008	0.009	0.009	0	0	0	0.017	0.019	0	0	0	0.018	0.01
ASV_688	-0.17	8.761	0.822809932481651	0.956200621194547	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	kermanensis	0.024	0.029	0.028	0.087	0	0.008	0.015	0.008	0.037	0.048	0.046	0.036	0	0.01
ASV_540	-0.138	8.615	0.825254504399023	0.957929872569403	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.019	0.025	0.019	0.043	0.015	0.008	0.03	0	0.009	0.019	0.018	0.036	0.027	0.038
ASV_850	0.208	8.286	0.82570460381533	0.957929872569403	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.014	0.014	0.019	0	0	0.04	0	0.025	0	0.019	0	0.009	0.044	0.01
ASV_1348	-0.134	8.498	0.83010575900122	0.961343038941674	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Unassigned	Unassigned	0.017	0.022	0.037	0.009	0.015	0.024	0	0.017	0.037	0.019	0.009	0.009	0.018	0.038
ASV_1473	-0.18	8.43	0.831768133108865	0.961343038941674	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.015	0.02	0	0.043	0.008	0.008	0	0.034	0.046	0.01	0.037	0	0	0.029
ASV_691	0.191	8.578	0.832114074560171	0.961343038941674	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	arcticum	0.021	0.02	0.028	0.009	0.008	0.056	0	0.025	0	0.029	0.073	0.018	0	0
ASV_785	-0.302	8.732	0.832595966812307	0.961343038941674	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.02	0.03	0.009	0	0	0.112	0	0	0	0.171	0	0.009	0	0
ASV_549	-0.118	9.299	0.833143774845853	0.961343038941674	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.039	0.051	0.037	0.035	0.077	0.032	0.03	0.025	0.037	0.124	0.018	0.055	0.027	0.048
ASV_1450	0.138	9.066	0.834771711087461	0.961343038941674	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.036	0.037	0.028	0.069	0	0.08	0.015	0.025	0.056	0.048	0.009	0.064	0.035	0.01
ASV_656	-0.203	8.6	0.834880573335008	0.961343038941674	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.016	0.024	0	0	0.015	0	0.083	0	0	0.029	0.018	0.027	0.053	0.019
ASV_1288	0.187	8.143	0.836207502330491	0.961343038941674	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	myanmarense	0.012	0.011	0.028	0.035	0	0	0.008	0	0.019	0.01	0.027	0.009	0	0
ASV_1377	-0.177	7.988	0.836373760442745	0.961343038941674	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	stalactiti	0.007	0.009	0	0.009	0	0.008	0.015	0.008	0	0.01	0	0.009	0.027	0.01
ASV_996	-0.217	7.912	0.836568702956099	0.961343038941674	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	jeungdoensis	0.006	0.008	0.019	0	0.015	0	0	0	0.009	0.01	0.027	0	0	0
ASV_1376	-0.147	8.904	0.837917397673174	0.961343038941674	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.029	0.036	0.065	0.087	0.008	0.008	0	0.008	0.056	0.019	0.037	0.009	0.027	0.067
ASV_666	0.13	8.796	0.838194632279198	0.961343038941674	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.027	0.028	0.065	0.026	0.031	0.016	0	0.025	0.046	0.029	0.027	0.036	0.027	0
ASV_166	0.105	10.388	0.838814996230999	0.961343038941674	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.12	0.12	0.279	0.226	0.015	0.08	0.053	0.067	0.158	0.095	0.155	0.155	0.08	0.077
ASV_1278	-0.175	7.993	0.839136739182805	0.961343038941674	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.007	0.009	0.028	0	0.008	0	0	0.008	0	0.01	0.009	0.009	0.018	0.01
ASV_740	-0.138	8.447	0.83923412136685	0.961343038941674	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Archangium	disciforme	0.015	0.02	0.028	0	0.031	0.008	0.015	0.008	0.019	0.01	0.027	0	0.035	0.029
ASV_407	0.11	9.082	0.840946249986182	0.96249478359763	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.037	0.038	0.065	0.061	0.015	0.024	0.023	0.034	0.084	0.029	0.037	0.036	0.035	0.01
ASV_632	-0.134	8.621	0.842395575169127	0.962724012006258	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseotalea	sanaruensis	0.02	0.024	0.056	0.017	0.015	0.016	0.008	0.008	0.037	0	0.046	0.036	0.018	0.01
ASV_126	0.115	10.819	0.842560221961424	0.962724012006258	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	cavernae	0.16	0.169	0.047	0.382	0.209	0.232	0.023	0.067	0.186	0.266	0.119	0.127	0.275	0.038
ASV_1334	-0.19	7.906	0.843287968393626	0.962747873388196	NotSig	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Pleomorphochaeta	naphthae	0.005	0.008	0	0	0.015	0.008	0.008	0	0	0.01	0	0	0.027	0.01
ASV_1098	-0.151	8.068	0.845184941191604	0.962848175790494	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.009	0.011	0.019	0.017	0	0.008	0	0.008	0	0.019	0.009	0.009	0.009	0.019
ASV_1520	-0.109	9.089	0.845913219444512	0.962848175790494	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	hankyongi	0.033	0.042	0	0.035	0.023	0.064	0.023	0.05	0.046	0.048	0.018	0.055	0.044	0.038
ASV_1233	-0.162	8.376	0.846339976473916	0.962848175790494	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.014	0.019	0	0.026	0.023	0.032	0	0	0.009	0.019	0.009	0	0.018	0.058
ASV_1410	-0.136	8.616	0.847772113185259	0.962848175790494	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.019	0.025	0	0.035	0.008	0.016	0.053	0	0.037	0.019	0.037	0.027	0.009	0.019
ASV_525	-0.132	8.626	0.848496176816283	0.962848175790494	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	krungchingensis	0.019	0.025	0.019	0.017	0.023	0	0.045	0.008	0.028	0.048	0.018	0.036	0.018	0
ASV_585	-0.113	9.153	0.848654181384201	0.962848175790494	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	soli	0.036	0.045	0.028	0.087	0.015	0.024	0.03	0.034	0.037	0.105	0.037	0.009	0.018	0.067
ASV_1246	0.107	9.02	0.849167332760158	0.962848175790494	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	currus	0.033	0.036	0.047	0.052	0.054	0.008	0.023	0.017	0.019	0.048	0.027	0.055	0.027	0.038
ASV_355	-0.119	9.338	0.849737339426252	0.962848175790494	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Unassigned	Unassigned	0.04	0.052	0.047	0	0.031	0.024	0.091	0.05	0.046	0.01	0.1	0.073	0.044	0.038
ASV_496	0.105	9.654	0.850130048426204	0.962848175790494	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	stalactiti	0.064	0.067	0.065	0.104	0.015	0.032	0.015	0.151	0.121	0.076	0.064	0.055	0.018	0.067
ASV_101	-0.081	11.078	0.850522123845803	0.962848175790494	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	azooxidifex	0.173	0.218	0.167	0.095	0.186	0.168	0.303	0.117	0.111	0.162	0.192	0.291	0.275	0.278
ASV_73	0.072	11.139	0.851152131902904	0.962848175790494	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	eurypsychrophila	0.203	0.219	0.344	0.182	0.116	0.216	0.083	0.277	0.158	0.228	0.201	0.209	0.266	0.249
ASV_1049	-0.108	8.669	0.852043821161769	0.963056999520606	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	nigra	0.021	0.027	0.019	0.026	0.031	0.008	0.023	0.017	0.037	0.038	0.027	0.018	0	0.038
ASV_1365	-0.117	8.716	0.853512035360292	0.963916577247693	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	macrosporus	0.023	0.028	0.037	0.035	0.008	0.016	0.015	0.025	0.009	0.038	0.037	0.018	0	0.067
ASV_27	0.062	12.467	0.85446064357493	0.964188398135091	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	ferriligni	0.526	0.593	0.558	0.72	0.511	0.328	0.401	0.637	0.965	0.438	0.466	0.391	0.549	0.748
ASV_538	-0.125	9.172	0.855556220648046	0.964625473942581	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.035	0.045	0.028	0.061	0.015	0.008	0.091	0.008	0.028	0.124	0.055	0.027	0.018	0.019
ASV_662	-0.139	8.561	0.857179093739379	0.965655852500442	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.019	0.023	0.084	0.017	0.008	0.008	0	0	0.037	0.019	0.009	0.036	0.018	0.019
ASV_1012	0.162	8.428	0.858786432576201	0.966245308720083	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	xiangtanensis	0.016	0.017	0	0	0.015	0.072	0	0.008	0.009	0.019	0.027	0.027	0	0.019
ASV_649	0.117	8.974	0.859121195932468	0.966245308720083	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	luteus	0.033	0.034	0.065	0.017	0.015	0.072	0	0.025	0.028	0.067	0.037	0.018	0.044	0.01
ASV_1324	-0.159	8.328	0.86141482958424	0.968025575819913	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	edaphi	0.012	0.017	0.009	0	0.046	0.008	0.008	0	0.009	0	0	0.027	0.044	0.019
ASV_264	0.1	9.249	0.862245763807876	0.968160536114037	NotSig	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unassigned	0.04	0.045	0.028	0.043	0.046	0.032	0.083	0.008	0.028	0.019	0.082	0.055	0.027	0.058
ASV_1090	0.17	8.14	0.864978117551031	0.970428497614913	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	tardus	0.011	0.011	0.009	0.043	0	0.016	0	0	0.009	0	0	0.027	0.027	0
ASV_376	0.121	9.063	0.866296043437119	0.970829652842598	NotSig	Bacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.036	0.038	0.019	0.095	0.008	0.064	0.008	0.025	0.028	0.124	0.009	0.027	0.009	0.029
ASV_171	0.137	10.273	0.866761275959324	0.970829652842598	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	hydrophilum	0.11	0.111	0.056	0.399	0.116	0.016	0.008	0.067	0.056	0.01	0.283	0.018	0.009	0.288
ASV_333	0.097	8.924	0.867999166732694	0.971250592376033	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	sucinum	0.031	0.032	0.019	0.069	0.023	0.024	0.008	0.042	0.037	0.029	0.009	0.064	0.027	0.029
ASV_819	0.185	8.655	0.869244820982835	0.971250592376033	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	stipae	0.022	0.024	0.056	0.009	0.062	0	0.008	0	0	0.105	0	0	0	0.038
ASV_338	0.103	9.282	0.869276411238168	0.971250592376033	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Unassigned	Unassigned	0.041	0.046	0.028	0.035	0.023	0.024	0.129	0.008	0.019	0.048	0.027	0.073	0.044	0.067
ASV_416	0.125	9.168	0.870502088251423	0.971822823113474	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.038	0.042	0.019	0.017	0.023	0.144	0.008	0.017	0.074	0	0.027	0.073	0.009	0.067
ASV_1051	-0.128	8.151	0.871665984411223	0.972325201284264	NotSig	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	Unassigned	0.009	0.012	0	0.017	0.023	0.008	0	0.008	0.009	0.01	0.009	0.027	0	0.019
ASV_667	-0.114	8.794	0.873844752747499	0.973892496993046	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	vignae	0.023	0.031	0.037	0.009	0.062	0.016	0.008	0.008	0.065	0.057	0.018	0.009	0	0.038
ASV_1216	-0.15	8.078	0.874501118812404	0.973892496993046	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	asenjonii	0.008	0.011	0.009	0.009	0.023	0.008	0	0	0	0.038	0.018	0	0.009	0
ASV_1000	-0.122	8.152	0.877543298207177	0.976256037531408	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.01	0.012	0.009	0.009	0.023	0	0	0.017	0.009	0.01	0.027	0.009	0.018	0
ASV_583	-0.08	9.551	0.878057008792933	0.976256037531408	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Verrucosispora	endophytica	0.053	0.063	0.047	0.122	0.077	0.016	0.015	0.042	0.037	0.086	0.064	0.082	0.062	0.048
ASV_990	-0.113	8.141	0.878959373503598	0.976449761629696	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.01	0.012	0.009	0.009	0.008	0.008	0	0.025	0.028	0.01	0.009	0.009	0	0.019
ASV_962	0.1	9.117	0.879665093626753	0.976449761629696	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	luteus	0.038	0.04	0.019	0.052	0	0.048	0.023	0.084	0.037	0	0.055	0.027	0.08	0.038
ASV_661	-0.125	8.721	0.885397716053122	0.980171465484837	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Unassigned	Unassigned	0.024	0.028	0.112	0.026	0.008	0	0	0	0.037	0.019	0.064	0.018	0.009	0.019
ASV_382	0.089	9.405	0.885525304014778	0.980171465484837	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.051	0.054	0.14	0.043	0.039	0	0.023	0.059	0.084	0.076	0.009	0.027	0.044	0.086
ASV_1392	-0.114	8.147	0.886154547857058	0.980171465484837	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ginkgobilobae	0.009	0.012	0	0.009	0.015	0	0.015	0.017	0	0.01	0.009	0.009	0.035	0.01
ASV_1435	0.139	8.318	0.886449869525582	0.980171465484837	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	zantedeschiae	0.014	0.015	0.028	0	0.039	0	0	0.017	0.056	0	0.018	0	0.009	0.01
ASV_1172	-0.121	8.066	0.886808041220425	0.980171465484837	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	actinomycinicus	0.008	0.011	0.009	0	0.008	0.016	0	0.017	0.019	0.019	0	0	0.027	0
ASV_1016	-0.086	8.997	0.887616837577352	0.980171465484837	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.03	0.039	0.028	0.035	0.023	0.064	0.023	0.008	0.065	0.019	0.018	0.018	0.018	0.096
ASV_1048	0.123	8.318	0.888055498097129	0.980171465484837	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	aquatica	0.013	0.015	0.009	0	0.039	0	0.008	0.025	0.019	0	0.009	0	0.027	0.038
ASV_253	-0.079	9.936	0.889783480841832	0.981283482515445	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	lacunae	0.071	0.091	0.047	0.104	0.194	0.016	0.015	0.05	0.13	0.086	0.1	0.027	0.08	0.125
ASV_272	-0.061	9.605	0.891111561965328	0.981953031874415	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	lacus	0.056	0.067	0.074	0.078	0.046	0.064	0.045	0.025	0.084	0.038	0.055	0.036	0.115	0.077
ASV_581	-0.082	8.81	0.892666911496991	0.982871732788118	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	lacunae	0.025	0.031	0.037	0.035	0.023	0.04	0	0.017	0.028	0.048	0.018	0.018	0.009	0.067
ASV_1188	0.131	8.283	0.89398509134443	0.983056913447516	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.014	0.014	0	0.052	0	0	0.03	0	0	0	0.027	0.018	0.018	0.019
ASV_53	0.075	11.791	0.895582200398703	0.983056913447516	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	denitrificans	0.3	0.358	0.14	0.139	0.263	0.112	0.977	0.168	0.715	0.485	0.219	0.336	0.275	0.115
ASV_1228	-0.11	8.277	0.895635382419824	0.983056913447516	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	0.013	0.015	0.019	0.035	0	0	0	0.025	0.037	0.01	0.027	0.009	0.009	0
ASV_916	-0.112	8.219	0.898797807938627	0.983056913447516	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	psychrophila	0.011	0.014	0.019	0	0	0.008	0	0.042	0.009	0.029	0.027	0	0.009	0.01
ASV_620	-0.074	8.813	0.904024341533489	0.983056913447516	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	carmichaelinearum	0.025	0.031	0.019	0.017	0.031	0.04	0	0.042	0.046	0.019	0.009	0.036	0.053	0.019
ASV_777	-0.081	8.282	0.904812707540399	0.983056913447516	NotSig	Bacteria	Actinobacteria	Actinobacteria	Sporichthyales	Sporichthyaceae	Longivirga	aurantiaca	0.013	0.016	0.028	0.017	0.008	0.016	0	0.008	0.028	0.019	0	0.018	0.009	0.019
ASV_826	0.071	9.024	0.907015115102268	0.983056913447516	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.034	0.037	0.084	0.043	0.023	0.024	0.015	0.017	0.028	0.029	0.046	0.009	0.018	0.096
ASV_834	-0.082	8.362	0.907710710081124	0.983056913447516	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	metrosideri	0.014	0.017	0.019	0.009	0.015	0.008	0.015	0.017	0.009	0	0.037	0.027	0.027	0
ASV_1254	0.081	8.663	0.908513703538749	0.983056913447516	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	rivuli	0.022	0.024	0	0.009	0.015	0.024	0.023	0.059	0.028	0.019	0	0.018	0.062	0.019
ASV_482	-0.079	8.819	0.909924304652779	0.983056913447516	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	fasciculatus	0.026	0.03	0.074	0.017	0.023	0.008	0.023	0.008	0.009	0	0.018	0.045	0.071	0.038
ASV_1418	0.109	8.185	0.910248312674082	0.983056913447516	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.011	0.012	0	0	0.039	0	0	0.025	0.009	0.01	0	0.009	0.018	0.029
ASV_803	-0.082	8.409	0.911197783045465	0.983056913447516	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.015	0.018	0.009	0.043	0.008	0.016	0.008	0.008	0.037	0.019	0	0.036	0.018	0
ASV_818	-0.094	8.552	0.911759997382244	0.983056913447516	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	soli	0.019	0.023	0.065	0.017	0.023	0	0	0.008	0.084	0	0.018	0.018	0.009	0.01
