,KO,OE,WT,mean,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1500,0.000748525508523856,0.000177244216143319,0.000214598649935695,0.00038012279153429,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unassigned,Unassigned
ASV_751,0.000390913048366021,0.0013242635711958,0.00125920354109399,0.000991460053551935,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unassigned,Unassigned
ASV_2828,0.000190502341981742,0.000181373231624585,8.05037899572991e-05,0.000150793121187875,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Luedemannella,Luedemannella_helvata
ASV_2500,8.78569564635479e-05,0.000301825851554301,0.000133588930835646,0.000174423912951165,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned,Unassigned,Unassigned
ASV_2772,8.40080648394664e-05,0.000121410844856729,0.000213919005816449,0.000139779305170881,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned,Unassigned,Unassigned
ASV_320,0.00316191757164242,0.00149134459100399,0.00289906501856636,0.00251744239373759,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces,Unassigned
ASV_965,0.000725279673260398,0.000669059817183982,0.00037704080741093,0.000590460099285103,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces,Unassigned
ASV_18,0.038196229595994,0.0436914748748888,0.0601476069931625,0.0473451038213484,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_flaviverrucosa
ASV_19,0.0444615275256891,0.0391873586763016,0.0401686185813509,0.0412725015944472,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_flaviverrucosa
ASV_1065,0.00130052853367116,0.000179308326308825,0.000295856698059725,0.000591897852679902,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Unassigned
ASV_1844,0.000461195294576837,0.000661797287393652,0.000296779866489673,0.000473257482820054,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_flaviverrucosa
ASV_42,0.0286478968325954,0.0202358945558655,0.0236143432708166,0.0241660448864258,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Unassigned
ASV_243,0.00275238529136307,0.0035511045277177,0.00551233967380841,0.00393860983096306,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_jiangxiensis
ASV_517,0.00322929314006874,0.000818627869785197,0.000565764621584778,0.00153789521047957,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_756,0.00142483753727434,0.000978708649837398,0.000821158977026329,0.00107490172137936,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_jiangxiensis
ASV_45,0.0262961875977161,0.0166220045341074,0.0240162647962264,0.0223114856426833,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_kentuckyensis
ASV_49,0.0179919515829281,0.0194287442683677,0.0263197372177709,0.0212468110230222,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_albida
ASV_154,0.00701077164830783,0.00640514944268168,0.00648303738208802,0.00663298615769251,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Unassigned
ASV_551,0.00137291027603103,0.00161644258405629,0.00170020991712272,0.00156318759240334,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_224,0.00514452322223888,0.00451502816309592,0.00419933427273409,0.00461962855268963,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharothrix,Saccharothrix_longispora
ASV_261,0.00201807621092367,0.00368575435539124,0.00514849706452111,0.00361744254361201,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_1034,0.000412953910870659,0.000955156986308566,0.000724130192563692,0.000697413696580972,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lechevalieria,Unassigned
ASV_523,0.0015631577172214,0.00129938399405426,0.00174940686050691,0.00153731619059419,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lechevalieria,Unassigned
ASV_926,0.000634585491505244,0.000267996078430142,0.00105971897216036,0.00065410018069858,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lechevalieria,Lechevalieria_atacamensis
ASV_1185,0.00158674949172177,0,0,0.000528916497240591,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_274,0.00625411344803356,0.00210156023112111,0.00311390418306578,0.00382319262074015,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea_kentuckyensis
ASV_1489,0.000222642939414857,0.000336966877287763,0.000676213201457844,0.000411941006053488,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lechevalieria,Lechevalieria_xinjiangensis
ASV_2030,0.000401152597591861,0.000180269027664809,0.000294909169120492,0.000292110264792388,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lechevalieria,Lechevalieria_xinjiangensis
ASV_1659,0.000687512511817232,0,0,0.000229170837272411,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_2420,0.000541475694768047,6.1558605545722e-05,0.000108401301979809,0.000237145200764526,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_768,0.00122594173953734,0.00156993746830835,0.000571219508605825,0.00112236623881717,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharothrix,Unassigned
ASV_1039,0,0,0.00169523965767096,0.00056507988589032,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Umezawaea,Umezawaea_tangerina
ASV_209,0.00453842880152286,0.00387226581455367,0.00541221186975764,0.00460763549527806,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Unassigned
ASV_2258,0.000567232054900228,0.000275236022908731,8.15697614959717e-05,0.000308012613101644,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,Nocardia_salmonicida
ASV_1218,0.000757909010680514,0.00104204409269515,0.000697992276695137,0.0008326484600236,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Unassigned,Unassigned
ASV_59,0.0198889082859868,0.0181372406116276,0.0167047867815711,0.0182436452263952,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_87,0.0134384436136599,0.01126894778674,0.00941431760868319,0.0113739030030277,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_607,0.0016058132275896,0.0013017958734656,0.00137093368442469,0.0014261809284933,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_1824,0.000408650752931912,0.00118863868726342,0.00045725717079863,0.000684848870331322,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_caricicola
ASV_2049,0.000112506008176468,0.000481335172925953,0.000267772847883423,0.000287204676328614,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_caricicola
ASV_840,0.000680895234794829,0.00126281202283214,0.000456549732821954,0.000800085663482973,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_321,0.00357470083015464,0.00293847749528975,0.00295372279345873,0.00315563370630104,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_dilutus
ASV_2411,0.00177214140155983,0.00154030697369856,0.00168656554805393,0.00166633797443744,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_dilutus
ASV_815,0.000926733831292411,0.00200361036386565,0.000937875805003317,0.00128940666672046,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_1455,0.000398687044725457,0.00102338548284489,0.00010737672302683,0.000509816416865726,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_2899,0.000256697029202742,0.000603094422665903,0.000267481666366005,0.000375757706078217,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_1272,0.000402486476599551,0.000874390609679656,0.0006174161750074,0.000631431087095536,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_2324,0.000241149576542568,0.000241487758342981,8.00221548938636e-05,0.000187553163259804,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_terrigena
ASV_1841,0.000208781538968653,0.000599356398931296,0.000270880414541289,0.000359672784147079,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_terrigena
ASV_1967,0.000267940265052767,0.000509340226838256,0.000348849604197799,0.000375376698696274,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_1578,0.00103598315185284,0.00147678219093971,0.000831890117722634,0.00111488515350506,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_2866,0.000399409154074575,0.000540769936027604,0.000237377750306918,0.000392518946803032,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_155,0.0068745589665992,0.00676197414499326,0.00475069963079024,0.00612907758079423,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_284,0.00342264738146513,0.00411161634313208,0.0024506288506262,0.00332829752507447,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_albus
ASV_457,0.0017445749604499,0.00182748269793617,0.00201556229566851,0.00186253998468486,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_jensenii
ASV_1020,0.000736195093866963,0.000718817997327868,0.000400591734258094,0.000618534941817642,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_mesophilus
ASV_1562,0.000237592830284167,0.00061276093748929,0.000296690823466685,0.000382348197080047,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_mesophilus
ASV_1772,0.000302915832700641,0.000361734680843013,0.000242982902518779,0.000302544472020811,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned
ASV_2205,0.000409458510721502,0.000509768709492253,0.00032234397898449,0.000413857066399415,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides_mesophilus
ASV_2323,0.000224226239386122,0.000451843926479915,0.000161732739288736,0.000279267635051591,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Unassigned,Unassigned
ASV_925,0.000362415764163341,0.000877468219358971,0.00115287695092801,0.000797586978150106,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned,Unassigned,Unassigned
ASV_120,0.0121852284645997,0.00513019971242937,0.00591302477721057,0.0077428176514132,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Aeromicrobium_ginsengisoli
ASV_1060,0.000880369529885485,0.00118869054958221,0.000593227218029234,0.000887429099165642,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Aeromicrobium_ponti
ASV_1718,0.000745659100911127,0.000456981689397556,0.000350354572432049,0.000517665120913577,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Unassigned
ASV_307,0.00493220599874171,0.00184418976468819,0.00212663723883304,0.00296767766742098,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Aeromicrobium_panaciterrae
ASV_277,0.00450331366238313,0.00248225999182441,0.0024440329352139,0.00314320219647381,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Unassigned
ASV_852,0.000700869733817682,0.000607711424535937,0.000619995923349251,0.00064285902723429,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Unassigned
ASV_2154,0.000588273844720931,0.000240135957909264,0.000348508169142182,0.000392305990590792,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Unassigned
ASV_495,0.00206931781987936,0.0013259102547068,0.00147316413551283,0.00162279740336633,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Unassigned
ASV_784,0.00119518381092757,0.000448911393352034,0.000777045159287782,0.000807046787855796,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Unassigned,Unassigned
ASV_682,0.00175071586378261,0.000605068480375686,0.000884899976555808,0.0010802281069047,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Unassigned
ASV_961,0.00121051328002214,0.000210460154676008,0.000461005906921206,0.00062732644720645,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Unassigned,Unassigned
ASV_440,0.00163064777325116,0.00241453305008999,0.00168561013422071,0.00191026365252062,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Aeromicrobium_marinum
ASV_675,0.0014530997547072,0.00077934066120805,0.00118056407911769,0.00113766816501098,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Intrasporangium,Intrasporangium_oryzae
ASV_930,0.000600120299064513,0.000732032324539881,0.00056439135961967,0.000632181327741355,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cryptosporangiaceae,Cryptosporangium,Cryptosporangium_minutisporangium
ASV_20,0.0350922337111253,0.0195355953040151,0.0657686414205833,0.0401321568119079,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Unassigned
ASV_23,0.0441114695491534,0.0180349161378817,0.0341880611019074,0.0321114822629809,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis_keratiniphila_subsp._keratiniphila
ASV_149,0.00682572450889863,0.00458382863682439,0.00637572279392471,0.00592842531321591,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Unassigned
ASV_69,0.0332782124472149,0.004390508037753,0.00488089404807373,0.0141832048443472,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium_phytohabitans
ASV_968,0.000275953373682405,0.0029759128868071,0.000352616283120387,0.0012014941812033,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_116,0.0155738921236865,0.00284563212461766,0.00566961094456853,0.00802971173095756,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium_phytohabitans
ASV_109,0.00401013616621424,0.0105896858016883,0.0140525236931192,0.00955078188700722,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_416,0.00284135783118428,0.00231606148508408,0.00108025063256367,0.00207922331627734,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Unassigned
ASV_1064,0.000147432441903199,0.00114806597294806,0.000537542181182162,0.00061101353201114,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Unassigned
ASV_1357,0.000194691660774465,0.000245285536303444,0.00124504894435686,0.000561675380478257,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Actinophytocola_timorensis
ASV_610,0.00019371800193718,0.000243061391809105,0.00301290831533521,0.00114989590302716,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_2151,5.57647599090184e-05,0.000714494282795914,2.68846112485213e-05,0.000265714551317818,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_1101,0.000483910051059236,0.000888010077383827,0.00118166392234741,0.000851194683596825,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_1121,0.000957970369696602,0.000586851653729075,0.000404762991460949,0.000649861671628875,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia_parietis
ASV_25,0.0407039380153478,0.0287972415762295,0.0346958866621695,0.0347323554179156,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Actinophytocola_burenkhanensis
ASV_26,0.0259412552926973,0.0362935358584962,0.0359733859791197,0.0327360590434377,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Actinophytocola_burenkhanensis
ASV_92,0.0101851848538195,0.00994527172544228,0.0114068272589149,0.0105124279460589,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Unassigned
ASV_1603,2.767400027674e-05,0.00104130720832318,0.000373917433135455,0.00048096621391179,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_289,0.0020515265742053,0.00577072846428264,0.00377451656934773,0.00386559053594522,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_1188,0.000268015819029718,0.000847737270817286,0.000483424853457466,0.000533059314434823,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_2600,0.000271485458257388,0.000307168530633014,0.000454746294069651,0.000344466760986684,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_2739,9.02744342802118e-05,6.07127678950883e-05,0.000214469827323008,0.000121819009832769,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_1624,0.000271533859135973,0.000456398934304565,0.000429637020162723,0.00038585660453442,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_1799,0.000105480281824718,3.12022215981778e-05,0.000664693717118626,0.000267125406847174,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_502,0.00116879113020836,0.00219182563125623,0.001343984953893,0.00156820057178586,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_2685,0.000134369882730092,0.000239001469601263,0.000241674029560486,0.00020501512729728,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_1619,0.000348006261676262,0.000544938467573589,0.000378314278618423,0.000423753002622758,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_2090,8.48320078997277e-05,0.000272864597872364,0.000134500743193828,0.00016406578298864,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_1860,0.000275697417007209,0.000816349661452702,0.000538312450260176,0.000543453176240029,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_2455,0.000292180814792321,0.000272233001548729,0.000108198855424549,0.000224204223921866,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_2308,0.000322046904056125,0.000298524711210996,0.00021290610504246,0.000277825906769861,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter_globiformis
ASV_1026,0.000820603073656975,0.00114506311669536,0.000590986931810148,0.000852217707387494,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned
ASV_193,0.0042219988921608,0.00531055592268742,0.00640441491093028,0.00531232324192617,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_388,0.00207717766844492,0.00320664051193496,0.00215919800488012,0.00248100539508666,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia_kunmingensis
ASV_707,0.00125666883391606,0.00157174273647461,0.00117597328758756,0.00133479495265941,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_441,0.00278065129988912,0.00194169052814776,0.00159607851024137,0.00210614011275942,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_672,0.000961280412784833,0.0011217930184775,0.00124111688389923,0.00110806343838719,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_2426,0.00021252767835003,0.000362183258498137,0.000511557659006226,0.000362089531951464,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_913,0.00230416555773451,0.000487762634900851,0.000406065862244894,0.00106599801829342,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia_xinjiangensis
ASV_2546,0.00026733279430561,0.000426174595306433,0.000160153898711632,0.000284553762774559,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_394,0.00202605896593756,0.00202643456157601,0.00320461628105063,0.00241903660285473,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_1785,0.000476049747125007,0.000607857510899775,0.000375335286172963,0.000486414181399248,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia_seranimata
ASV_620,0.00136807229873515,0.00121199865894806,0.00147676212557475,0.00135227769441932,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia_adelaidensis
ASV_1389,0.000466049850228067,0.000698312806203647,0.00061567613464945,0.000593346263693722,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia_kunmingensis
ASV_2565,0.000312497578065163,0.000120110268633195,0.000160744499807891,0.000197784115502083,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia_adelaidensis
ASV_864,0.000639468262791072,0.000636235120889036,0.00101695804612829,0.000764220476602799,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_1721,0.000423156731347318,0.00027567055914943,0.000188588941065717,0.000295805410520822,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Gordonia,Unassigned
ASV_273,0.00340068173851944,0.00370253174437226,0.00366007443248753,0.00358776263845974,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_752,0.000978825144229855,0.000909289786947372,0.00105271464413866,0.000980276525105295,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_407,0.00209839438778848,0.00189748023530806,0.00284899112193276,0.00228162191500977,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_1301,0.000893670941931556,0.000450940717582966,0.000724193121155215,0.000689601593556579,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_1543,0.0004814526891434,0.00045372725779644,0.000294087089106351,0.000409755678682064,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_2429,0.000162459324093727,0.000210758144380944,0.000342988934665995,0.000238735467713555,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_1552,0.000191271933677883,0.000484077480826208,0.000541963275637837,0.000405770896713976,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_2050,0.00049678458802203,0.000180712889071433,0.000402962463362832,0.000360153313485432,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_2905,0.000463791197688782,0.000571472369642119,0.000242379010247536,0.000425880859192812,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium_vaccae
ASV_812,0.000729114357016772,0.00118105242067949,0.000834037133989929,0.00091473463722873,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_836,0.00076575945830247,0.00100286007550682,0.000644044901722148,0.000804221478510481,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_873,0.000731986760282423,0.00126749593330534,0.000566571576025391,0.000855351423204385,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_1477,0.000210780939161136,0.0008442904595528,0.000215576201342462,0.000423549200018799,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_2439,0.000262736950942485,0.000605039748027813,0.000482035476321469,0.000449937391763922,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_466,0.00212010784190369,0.0015737720468239,0.00149910885380828,0.00173099624751196,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_2194,0.000115948375230148,0.000398035256625188,0.000428012664330728,0.000313998765395355,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_698,0.00157860168459631,0.000368173019984187,0.000726450997514425,0.000891075234031642,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium_canariasense
ASV_1025,0.00122599357642737,0.000245329661285587,0.00029720025238755,0.000589507830033504,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned
